AGS,GEN,question_01,question_02
09363000,Weiden i.d.OPf.,93,57
09371111,Ammerthal,81,87
09371113,Auerbach i.d.OPf.,68,42
09371118,Ebermannsdorf,88,72
09371119,Edelsfeld,84,81
09371120,Ensdorf,45,100
09371121,Freihung,39,100
09371122,Freudenberg,83,68
09371127,Hirschau,46,82
09371129,Hohenburg,65,51
09371132,Kastl,16,11
09371136,Kümmersbruck,55,87
09371144,Poppenricht,12,34
09371146,Rieden,21,38
09371148,Schmidmühlen,83,36
09371150,Schnaittenbach,61,20
09371151,Sulzbach-Rosenberg,63,71
09371154,Ursensollen,90,14
09371156,Vilseck,36,27
09371123,Gebenbach,79,96
09371126,Hahnbach,18,10
09371128,Hirschbach,40,37
09371135,Königstein,85,27
09371140,Etzelwang,63,77
09371141,Neukirchen b.Sulzbach-Rosenberg,46,40
09371157,Weigendorf,71,85
09371116,Birgland,29,15
09371131,Illschwang,24,96
09371452,Eichen,44,80
09372112,Arnschwang,12,45
09372113,Arrach,83,86
09372115,Blaibach,13,24
09372116,Cham,96,60
09372117,Chamerau,84,35
09372124,Eschlkam,42,49
09372126,Furth im Wald,68,97
09372130,Grafenwiesen,34,59
09372135,Hohenwarth,53,42
09372137,Bad Kötzting,91,61
09372138,Lam,77,26
09372143,Miltach,59,27
09372144,Neukirchen b.Hl.Blut,13,94
09372146,Pemfling,73,61
09372151,Rimbach,41,41
09372153,Roding,37,43
09372154,Rötz,67,76
09372155,Runding,60,63
09372157,Schönthal,93,20
09372158,Schorndorf,22,82
09372164,Traitsching,44,58
09372168,Waffenbrunn,51,37
09372171,Waldmünchen,21,48
09372175,Willmering,95,50
09372177,Zandt,19,11
09372178,Lohberg,31,64
09372163,Tiefenbach,37,63
09372165,Treffelstein,26,88
09372147,Pösing,41,37
09372161,Stamsried,59,97
09372128,Gleißenberg,73,25
09372174,Weiding,15,10
09372149,Reichenbach,73,61
09372170,Walderbach,43,95
09372167,Zell,21,35
09372169,Wald,90,44
09372125,Falkenstein,31,61
09372142,Michelsneukirchen,12,17
09372150,Rettenbach,99,44
09373112,Berching,26,42
09373113,Berg b.Neumarkt i.d.OPf.,52,30
09373115,Breitenbrunn,95,65
09373119,Deining,52,25
09373121,Dietfurt a.d.Altmühl,64,69
09373126,Freystadt,11,58
09373134,Hohenfels,74,56
09373140,Lauterhofen,97,76
09373143,Lupburg,73,58
09373146,Mühlhausen,32,78
09373147,Neumarkt i.d.OPf.,22,18
09373151,Parsberg,37,48
09373155,Postbauer-Heng,85,11
09373156,Pyrbaum,42,14
09373160,Seubersdorf i.d.OPf.,21,53
09373167,Velburg,87,32
09373114,Berngau,16,24
09373153,Pilsach,40,84
09373159,Sengenthal,46,58
09374111,Altenstadt a.d.Waldnaab,71,73
09374118,Eslarn,77,15
09374121,Floß,51,98
09374122,Flossenbürg,16,64
09374124,Grafenwöhr,93,49
09374133,Luhe-Wildenau,67,37
09374134,Mantel,14,42
09374137,Moosbach,14,60
09374139,Neustadt a.d.Waldnaab,48,79
09374162,Vohenstrauß,71,90
09374164,Waidhaus,15,95
09374165,Waldthurn,12,22
09374168,Windischeschenbach,81,81
09374128,Kirchendemenreuth,63,95
09374144,Parkstein,88,86
09374150,Püchersreuth,88,80
09374158,Störnstein,97,57
09374160,Theisseil,73,96
09374148,Trabitz,62,42
09374149,Pressath,41,42
09374156,Schwarzenbach,93,30
09374119,Etzenricht,37,42
09374131,Kohlberg,79,89
09374166,Weiherhammer,12,27
09374129,Kirchenthumbach,15,31
09374155,Schlammersdorf,79,64
09374163,Vorbach,77,35
09374117,Eschenbach i.d.OPf.,58,77
09374140,Neustadt am Kulm,76,65
09374157,Speinshart,11,43
09374127,Irchenrieth,74,57
09374146,Pirk,58,53
09374154,Schirmitz,59,45
09374170,Bechtsrieth,27,84
09374132,Leuchtenberg,36,60
09374159,Tännesberg,59,70
09374123,Georgenberg,29,61
09374147,Pleystein,56,13
09374452,Manteler Forst,83,49
09374458,Speinsharter Forst,75,42
09375117,Barbing,16,84
09375118,Beratzhausen,11,78
09375119,Bernhardswald,17,38
09375143,Hagelstadt,90,21
09375148,Hemau,79,41
09375161,Köfering,47,51
09375165,Lappersdorf,18,99
09375170,Mintraching,95,65
09375174,Neutraubling,27,22
09375175,Nittendorf,90,21
09375179,Obertraubling,87,92
09375180,Pentling,45,91
09375181,Pettendorf,13,28
09375183,Pfatter,57,39
09375190,Regenstauf,40,18
09375196,Schierling,83,28
09375199,Sinzing,58,68
09375204,Tegernheim,12,15
09375205,Thalmassing,80,59
09375208,Wenzenbach,14,72
09375209,Wiesent,14,86
09375213,Zeitlarn,19,89
09375131,Duggendorf,55,94
09375153,Holzheim a.Forst,67,21
09375156,Kallmünz,34,52
09375122,Brunn,72,79
09375127,Deuerling,75,54
09375162,Laaber,79,58
09375184,Pielenhofen,89,79
09375211,Wolfsegg,90,23
09375114,Altenthann,21,94
09375116,Bach a.d.Donau,59,79
09375130,Donaustauf,49,14
09375120,Brennberg,61,52
09375210,Wörth a.d.Donau,55,59
09375113,Alteglofsheim,46,35
09375182,Pfakofen,52,63
09375115,Aufhausen,59,39
09375171,Mötzing,74,44
09375191,Riekofen,83,43
09375201,Sünching,44,93
09375451,Forstmühler Forst,94,47
09375452,Kreuther Forst,27,45
09376116,Bodenwöhr,26,99
09376117,Bruck i.d.OPf.,47,51
09376119,Burglengenfeld,52,91
09376125,Fensterbach,42,30
09376141,Maxhütte-Haidhof,36,59
09376147,Neunburg vorm Wald,18,74
09376149,Nittenau,68,82
09376150,Wernberg-Köblitz,23,94
09376151,Oberviechtach,19,12
09376159,Schmidgaden,18,73
09376161,Schwandorf,92,15
09376170,Teublitz,44,52
09376131,Gleiritsch,78,10
09376148,Niedermurach,60,31
09376171,Teunz,72,69
09376178,Winklarn,23,63
09376112,Altendorf,74,91
09376133,Guteneck,97,89
09376144,Nabburg,75,16
09376162,Schwarzach b.Nabburg,89,36
09376163,Schwarzenfeld,71,23
09376169,Stulln,86,50
09376153,Pfreimd,18,77
09376173,Trausnitz,83,51
09376160,Schönsee,12,44
09376167,Stadlern,28,84
09376176,Weiding,88,95
09376122,Dieterskirchen,16,28
09376146,Neukirchen-Balbini,56,68
09376164,Schwarzhofen,12,83
09376172,Thanstein,17,90
09376168,Steinberg am See,47,38
09376175,Wackersdorf,57,90
09376455,Wolferlohe,10,51
09377112,Bärnau,30,84
09377116,Erbendorf,14,29
09377118,Friedenfels,13,74
09377119,Fuchsmühl,26,83
09377127,Immenreuth,63,27
09377131,Konnersreuth,51,94
09377133,Kulmain,22,66
09377139,Mähring,21,51
09377142,Bad Neualbenreuth,43,12
09377146,Plößberg,75,11
09377154,Tirschenreuth,11,79
09377157,Waldershof,87,47
09377158,Waldsassen,54,72
09377137,Leonberg,58,42
09377141,Mitterteich,41,85
09377145,Pechbrunn,16,14
09377128,Kastl,90,56
09377129,Kemnath,63,84
09377113,Brand,54,14
09377115,Ebnath,94,13
09377143,Neusorg,33,42
09377148,Pullenreuth,43,28
09377132,Krummennaab,21,74
09377149,Reuth b.Erbendorf,64,79
09377117,Falkenberg,31,88
09377159,Wiesau,53,44
09461000,Bamberg,16,88
09462000,Bayreuth,90,40
09463000,Coburg,99,39
09464000,Hof,68,57
09471111,Altendorf,70,22
09471117,Bischberg,65,65
09471119,Breitengüßbach,83,63
09471123,Buttenheim,22,53
09471131,Frensdorf,51,56
09471137,Gundelsheim,92,68
09471140,Hallstadt,26,83
09471142,Heiligenstadt i.OFr.,44,22
09471145,Hirschaid,67,80
09471150,Kemmern,42,40
09471155,Litzendorf,96,48
09471159,Memmelsdorf,21,70
09471165,Oberhaid,91,99
09471169,Pettstadt,58,63
09471172,Pommersfelden,69,70
09471174,Rattelsdorf,72,84
09471185,Scheßlitz,30,82
09471191,Stegaurach,55,70
09471195,Strullendorf,46,90
09471207,Viereth-Trunstadt,42,72
09471208,Walsdorf,93,22
09471214,Zapfendorf,27,92
09471220,Schlüsselfeld,77,69
09471115,Baunach,54,86
09471133,Gerach,49,51
09471152,Lauter,81,76
09471175,Reckendorf,64,12
09471151,Königsfeld,53,58
09471189,Stadelhofen,98,82
09471209,Wattendorf,99,41
09471122,Burgwindheim,14,54
09471128,Ebrach,74,52
09471120,Burgebrach,50,11
09471186,Schönbrunn i.Steigerwald,92,19
09471154,Lisberg,79,48
09471173,Priesendorf,62,15
09471452,Ebracher Forst,12,70
09471453,Eichwald,94,71
09471454,Geisberger Forst,85,20
09471455,Hauptsmoor,23,28
09471456,Koppenwinder Forst,41,91
09471457,Lindach,67,23
09471459,Semberg,56,11
09471460,Steinachsrangen,15,78
09471461,Winkelhofer Forst,95,25
09471462,Zückshuter Forst,11,71
09472111,Ahorntal,99,48
09472116,Bad Berneck i.Fichtelgebirge,18,42
09472119,Bindlach,86,10
09472121,Bischofsgrün,23,28
09472131,Eckersdorf,62,58
09472138,Fichtelberg,33,92
09472139,Gefrees,17,74
09472143,Goldkronach,63,47
09472150,Heinersreuth,90,32
09472164,Mehlmeisel,81,93
09472175,Pegnitz,22,29
09472179,Pottenstein,70,75
09472190,Speichersdorf,78,50
09472197,Waischenfeld,52,93
09472198,Warmensteinach,49,49
09472115,Aufseß,25,84
09472154,Hollfeld,94,67
09472176,Plankenfels,78,98
09472141,Glashütten,91,41
09472167,Mistelgau,11,96
09472140,Gesees,95,45
09472155,Hummeltal,44,82
09472166,Mistelbach,57,84
09472133,Emtmannsberg,57,24
09472156,Kirchenpingarten,97,69
09472188,Seybothenreuth,73,69
09472199,Weidenberg,96,28
09472127,Creußen,28,69
09472146,Haag,36,56
09472180,Prebitz,39,30
09472184,Schnabelwaid,98,99
09472118,Betzenstein,96,85
09472177,Plech,59,54
09472451,Bischofsgrüner Forst,50,88
09472453,Fichtelberg,19,40
09472454,Forst Neustädtlein a.Forst,59,83
09472456,Glashüttener Forst,33,86
09472458,Heinersreuther Forst,81,62
09472463,Neubauer Forst-Nord,27,28
09472464,Prüll,54,56
09472468,Veldensteiner Forst,100,58
09472469,Waidacher Forst,85,20
09472470,Warmensteinacher Forst-Nord,86,79
09473112,Ahorn,55,94
09473120,Dörfles-Esbach,46,93
09473121,Ebersdorf b.Coburg,40,44
09473132,Großheirath,40,34
09473138,Itzgrund,33,67
09473141,Lautertal,54,48
09473144,Meeder,33,85
09473151,Neustadt b.Coburg,10,67
09473158,Bad Rodach,92,34
09473159,Rödental,73,86
09473165,Seßlach,49,76
09473166,Sonnefeld,78,61
09473170,Untersiemau,100,95
09473174,Weidhausen b.Coburg,33,75
09473175,Weitramsdorf,21,50
09473134,Grub a.Forst,14,14
09473153,Niederfüllbach,33,34
09473452,Callenberger Forst-West,88,27
09473453,Gellnhausen,40,33
09473454,Köllnholz,26,12
09474123,Eggolsheim,82,85
09474124,Egloffstein,46,54
09474126,Forchheim,99,95
09474129,Gößweinstein,92,18
09474133,Hallerndorf,58,28
09474134,Hausen,22,67
09474135,Heroldsbach,51,76
09474140,Igensdorf,83,41
09474146,Langensendelbach,69,71
09474154,Neunkirchen a.Brand,74,42
09474156,Obertrubach,85,63
09474161,Pretzfeld,13,28
09474176,Wiesenttal,30,95
09474121,Ebermannstadt,74,77
09474168,Unterleinleiter,38,100
09474145,Kunreuth,80,91
09474158,Pinzberg,61,50
09474175,Wiesenthau,88,99
09474143,Kirchehrenbach,27,31
09474147,Leutenbach,33,94
09474171,Weilersbach,14,13
09474122,Effeltrich,98,67
09474160,Poxdorf,23,97
09474119,Dormitz,49,92
09474137,Hetzles,33,22
09474144,Kleinsendelbach,46,33
09474132,Gräfenberg,75,58
09474138,Hiltpoltstein,83,33
09474173,Weißenohe,64,91
09475112,Bad Steben,43,41
09475113,Berg,50,23
09475120,Döhlau,34,54
09475128,Geroldsgrün,73,96
09475136,Helmbrechts,97,41
09475141,Köditz,61,33
09475142,Konradsreuth,29,72
09475154,Münchberg,91,79
09475156,Naila,74,57
09475158,Oberkotzau,37,13
09475161,Regnitzlosau,31,30
09475162,Rehau,12,69
09475168,Schwarzenbach a.d.Saale,90,83
09475169,Schwarzenbach a.Wald,75,20
09475171,Selbitz,100,51
09475175,Stammbach,11,35
09475189,Zell im Fichtelgebirge,62,37
09475137,Issigau,40,81
09475146,Lichtenberg,12,81
09475123,Feilitzsch,22,33
09475127,Gattendorf,61,29
09475181,Töpen,76,34
09475182,Trogen,21,63
09475145,Leupoldsgrün,58,21
09475165,Schauenstein,16,97
09475174,Sparneck,96,64
09475184,Weißdorf,97,80
09475451,Forst Schwarzenbach a.Wald,45,38
09475452,Gerlaser Forst,22,84
09475453,Geroldsgrüner Forst,21,63
09475454,Martinlamitzer Forst-Nord,77,79
09476145,Kronach,91,24
09476146,Küps,80,24
09476152,Ludwigsstadt,92,74
09476159,Nordhalben,96,95
09476164,Pressig,12,92
09476175,Steinbach a.Wald,68,54
09476177,Steinwiesen,21,89
09476178,Stockheim,21,22
09476179,Tettau,20,67
09476183,Marktrodach,28,72
09476184,Wallenfels,64,83
09476185,Weißenbrunn,99,73
09476189,Wilhelmsthal,39,72
09476166,Reichenbach,28,11
09476180,Teuschnitz,63,84
09476182,Tschirn,36,33
09476154,Mitwitz,66,59
09476171,Schneckenlohe,15,97
09476451,Birnbaum,68,96
09476453,Langenbacher Forst,80,66
09477121,Himmelkron,89,37
09477128,Kulmbach,38,20
09477136,Mainleus,88,64
09477139,Marktschorgast,42,14
09477142,Neudrossenfeld,82,32
09477143,Neuenmarkt,27,40
09477148,Presseck,100,38
09477157,Thurnau,85,51
09477163,Wirsberg,52,32
09477151,Rugendorf,63,81
09477156,Stadtsteinach,48,93
09477117,Grafengehaig,71,18
09477138,Marktleugast,59,45
09477118,Guttenberg,87,22
09477129,Kupferberg,84,64
09477135,Ludwigschorgast,23,20
09477159,Untersteinach,97,76
09477124,Kasendorf,65,90
09477164,Wonsees,46,68
09477119,Harsdorf,13,11
09477127,Ködnitz,35,64
09477158,Trebgast,67,83
09478111,Altenkunstadt,92,96
09478116,Burgkunstadt,47,21
09478120,Ebensfeld,53,56
09478139,Lichtenfels,93,99
09478145,Michelau i.OFr.,88,64
09478165,Bad Staffelstein,56,46
09478176,Weismain,49,53
09478143,Marktgraitz,70,91
09478155,Redwitz a.d.Rodach,39,29
09478127,Hochstadt a.Main,41,26
09478144,Marktzeuln,55,87
09478451,Breitengüßbacher Forst,39,60
09478453,Neuensorger Forst,39,44
09479112,Arzberg,66,93
09479129,Kirchenlamitz,16,78
09479135,Marktleuthen,63,84
09479136,Marktredwitz,95,71
09479145,Röslau,36,36
09479150,Schönwald,30,74
09479152,Selb,93,22
09479166,Weißenstadt,59,80
09479169,Wunsiedel,57,62
09479126,Höchstädt i.Fichtelgebirge,44,59
09479158,Thiersheim,94,74
09479159,Thierstein,99,92
09479127,Hohenberg a.d.Eger,60,68
09479147,Schirnding,87,94
09479111,Bad Alexandersbad,42,49
09479138,Nagel,54,11
09479161,Tröstau,65,75
09479453,Kaiserhammer Forst-Ost,51,70
09479455,Martinlamitzer Forst-Süd,63,39
09479456,Meierhöfer Seite,66,84
09479457,Neubauer Forst-Süd,49,49
09479459,Tröstauer Forst-Ost,94,77
09479460,Tröstauer Forst-West,77,52
09479461,Vordorfer Forst,78,51
09479462,Weißenstadter Forst-Nord,86,29
09479463,Weißenstadter Forst-Süd,98,63
09561000,Ansbach,39,60
09562000,Erlangen,19,50
09563000,Fürth,49,97
09564000,Nürnberg,54,23
09565000,Schwabach,92,92
09571113,Arberg,57,91
09571114,Aurach,98,66
09571115,Bechhofen,84,46
09571127,Burgoberbach,13,12
09571130,Colmberg,46,60
09571135,Dietenhofen,81,89
09571136,Dinkelsbühl,69,45
09571139,Dürrwangen,36,31
09571145,Feuchtwangen,98,76
09571146,Flachslanden,70,91
09571165,Heilsbronn,63,13
09571166,Herrieden,68,49
09571170,Langfurth,65,52
09571171,Lehrberg,31,25
09571174,Leutershausen,13,72
09571175,Lichtenau,53,60
09571177,Merkendorf,72,93
09571180,Neuendettelsau,32,21
09571183,Oberdachstetten,52,17
09571190,Petersaurach,78,45
09571193,Rothenburg ob der Tauber,23,38
09571196,Sachsen b.Ansbach,94,30
09571199,Schnelldorf,64,16
09571200,Schopfloch,29,84
09571214,Wassertrüdingen,60,95
09571226,Windsbach,42,17
09571111,Adelshofen,17,26
09571152,Gebsattel,68,37
09571155,Geslau,40,61
09571169,Insingen,34,55
09571181,Neusitz,34,29
09571188,Ohrenbach,90,78
09571205,Steinsfeld,74,29
09571225,Windelsbach,56,53
09571125,Buch a.Wald,30,21
09571134,Diebach,21,16
09571137,Dombühl,93,92
09571198,Schillingsfürst,30,74
09571222,Wettringen,28,54
09571228,Wörnitz,40,76
09571122,Bruckberg,15,96
09571194,Rügland,55,54
09571217,Weihenzell,73,68
09571189,Ornbau,43,94
09571216,Weidenbach,56,63
09571128,Burk,16,30
09571132,Dentlein a.Forst,36,64
09571223,Wieseth,55,90
09571179,Mönchsroth,11,69
09571218,Weiltingen,38,98
09571224,Wilburgstetten,46,35
09571141,Ehingen,34,72
09571154,Gerolfingen,69,77
09571192,Röckingen,94,12
09571208,Unterschwaningen,32,23
09571227,Wittelshofen,13,96
09571178,Mitteleschenbach,38,46
09571229,Wolframs-Eschenbach,48,78
09571451,Unterer Wald,81,63
09572111,Adelsdorf,88,72
09572115,Baiersdorf,51,63
09572119,Bubenreuth,63,21
09572121,Eckental,15,71
09572130,Hemhofen,42,27
09572131,Heroldsberg,55,54
09572132,Herzogenaurach,69,35
09572135,Höchstadt a.d.Aisch,91,32
09572137,Kalchreuth,52,41
09572142,Möhrendorf,26,95
09572149,Röttenbach,46,94
09572160,Wachenroth,18,75
09572164,Weisendorf,49,69
09572126,Gremsdorf,76,13
09572139,Lonnerstadt,27,77
09572143,Mühlhausen,41,34
09572159,Vestenbergsgreuth,89,31
09572114,Aurachtal,14,84
09572147,Oberreichenbach,11,32
09572120,Buckenhof,20,55
09572141,Marloffstein,90,50
09572154,Spardorf,80,59
09572158,Uttenreuth,55,98
09572127,Großenseebach,15,50
09572133,Heßdorf,23,46
09572451,Birkach,23,76
09572452,Buckenhofer Forst,21,44
09572453,Dormitzer Forst,74,99
09572454,Erlenstegener Forst,21,40
09572455,Forst Tennenlohe,34,98
09572456,Geschaidt,32,50
09572457,Kalchreuther Forst,36,58
09572458,Kraftshofer Forst,96,23
09572459,Mark,12,38
09572460,Neunhofer Forst,85,27
09573111,Ammerndorf,82,96
09573114,Cadolzburg,60,83
09573115,Großhabersdorf,67,31
09573120,Langenzenn,64,33
09573122,Oberasbach,28,76
09573124,Puschendorf,93,25
09573125,Roßtal,47,34
09573127,Stein,27,23
09573133,Wilhermsdorf,39,94
09573134,Zirndorf,30,22
09573126,Seukendorf,63,21
09573130,Veitsbronn,21,88
09573123,Obermichelbach,28,51
09573129,Tuchenbach,11,67
09574112,Altdorf b.Nürnberg,90,56
09574117,Burgthann,26,88
09574123,Feucht,60,88
09574132,Hersbruck,44,44
09574135,Kirchensittenbach,45,56
09574138,Lauf a.d.Pegnitz,58,48
09574139,Leinburg,76,80
09574140,Neuhaus a.d.Pegnitz,67,92
09574141,Neunkirchen a.Sand,63,99
09574146,Ottensoos,66,53
09574147,Pommelsbrunn,100,33
09574150,Reichenschwand,82,40
09574152,Röthenbach a.d.Pegnitz,39,11
09574154,Rückersdorf,70,46
09574155,Schnaittach,93,94
09574156,Schwaig b.Nürnberg,19,45
09574157,Schwarzenbruck,20,63
09574158,Simmelsdorf,63,92
09574164,Winkelhaid,47,59
09574129,Hartenstein,84,63
09574160,Velden,66,60
09574161,Vorra,90,22
09574111,Alfeld,99,85
09574128,Happurg,80,88
09574120,Engelthal,26,24
09574131,Henfenfeld,84,60
09574145,Offenhausen,75,86
09574451,Behringersdorfer Forst,15,20
09574452,Brunn,10,82
09574453,Engelthaler Forst,53,74
09574454,Feuchter Forst,72,68
09574455,Fischbach,47,100
09574456,Forsthof,60,94
09574457,Günthersbühler Forst,60,99
09574458,Haimendorfer Forst,12,98
09574460,Laufamholzer Forst,92,99
09574461,Leinburg,73,24
09574462,Rückersdorfer Forst,76,10
09574463,Schönberg,67,70
09574464,Winkelhaid,75,13
09574465,Zerzabelshofer Forst,86,55
09575112,Bad Windsheim,74,77
09575116,Burghaslach,74,15
09575119,Dietersheim,43,84
09575121,Emskirchen,82,72
09575135,Ipsheim,63,88
09575145,Markt Erlbach,17,75
09575153,Neustadt a.d.Aisch,39,30
09575156,Obernzenn,21,57
09575138,Langenfeld,84,35
09575144,Markt Bibart,73,27
09575147,Markt Taschendorf,18,62
09575157,Oberscheinfeld,48,26
09575161,Scheinfeld,43,38
09575165,Sugenheim,60,86
09575122,Ergersheim,73,72
09575127,Gollhofen,13,82
09575130,Hemmersheim,74,64
09575134,Ippesheim,81,93
09575146,Markt Nordheim,66,47
09575155,Oberickelsheim,61,36
09575163,Simmershofen,61,42
09575168,Uffenheim,73,92
09575179,Weigenheim,44,27
09575129,Hagenbüchach,63,34
09575181,Wilhelmsdorf,88,18
09575113,Baudenbach,14,51
09575118,Diespeck,29,39
09575128,Gutenstetten,83,73
09575150,Münchsteinach,89,33
09575117,Dachsbach,37,84
09575125,Gerhardshofen,29,56
09575167,Uehlfeld,24,24
09575115,Burgbernheim,73,49
09575124,Gallmersgarten,46,84
09575133,Illesheim,99,51
09575143,Marktbergel,67,79
09575152,Neuhof a.d.Zenn,99,48
09575166,Trautskirchen,88,59
09575451,Osing,62,53
09576111,Abenberg,47,50
09576113,Allersberg,68,86
09576117,Büchenbach,73,73
09576121,Georgensgmünd,100,32
09576122,Greding,39,84
09576126,Heideck,47,25
09576127,Hilpoltstein,46,51
09576128,Kammerstein,49,41
09576132,Schwanstetten,82,43
09576137,Rednitzhembach,35,45
09576141,Röttenbach,56,73
09576142,Rohr,44,65
09576143,Roth,15,86
09576147,Spalt,35,97
09576148,Thalmässing,28,39
09576151,Wendelstein,15,29
09576451,Abenberger Wald,15,97
09576452,Dechenwald,38,77
09576453,Forst Kleinschwarzenlohe,91,53
09576454,Heidenberg,83,93
09576455,Soos,24,12
09577114,Muhr a.See,44,65
09577136,Gunzenhausen,18,21
09577148,Langenaltheim,41,51
09577158,Pappenheim,98,94
09577161,Pleinfeld,46,60
09577162,Polsingen,99,98
09577168,Solnhofen,100,88
09577173,Treuchtlingen,16,23
09577177,Weißenburg i.Bay.,85,97
09577111,Absberg,60,75
09577138,Haundorf,47,64
09577159,Pfofeld,79,28
09577172,Theilenhofen,76,47
09577113,Alesheim,18,44
09577122,Dittenheim,58,21
09577149,Markt Berolzheim,44,62
09577150,Meinheim,56,10
09577125,Ellingen,27,90
09577127,Ettenstatt,62,61
09577141,Höttingen,51,71
09577115,Bergen,68,14
09577120,Burgsalach,65,97
09577151,Nennslingen,29,28
09577163,Raitenbuch,63,57
09577133,Gnotzheim,69,36
09577140,Heidenheim,46,93
09577179,Westheim,19,87
09661000,Aschaffenburg,94,99
09662000,Schweinfurt,85,59
09663000,Würzburg,77,21
09671111,Alzenau,58,93
09671112,Bessenbach,74,40
09671114,Karlstein a.Main,34,93
09671119,Geiselbach,76,86
09671120,Glattbach,23,80
09671121,Goldbach,98,12
09671122,Großostheim,30,31
09671124,Haibach,16,84
09671130,Hösbach,64,54
09671133,Johannesberg,35,10
09671134,Kahl a.Main,49,65
09671136,Kleinostheim,10,90
09671139,Laufach,66,63
09671140,Mainaschaff,79,16
09671143,Mömbris,98,74
09671148,Rothenbuch,16,77
09671150,Sailauf,68,46
09671155,Stockstadt a.Main,10,33
09671156,Waldaschaff,81,23
09671157,Weibersbrunn,63,18
09671126,Heigenbrücken,39,92
09671128,Heinrichsthal,66,61
09671127,Heimbuchenthal,13,13
09671141,Mespelbrunn,22,11
09671160,Dammbach,60,69
09671113,Blankenbach,40,51
09671135,Kleinkahl,41,22
09671138,Krombach,29,67
09671152,Schöllkrippen,91,75
09671153,Sommerkahl,94,88
09671159,Westerngrund,82,51
09671162,Wiesen,45,80
09671451,Forst Hain i.Spessart,93,53
09671453,Heinrichsthaler Forst,34,54
09671456,Rohrbrunner Forst,66,29
09671457,Rothenbucher Forst,83,28
09671458,Sailaufer Forst,49,96
09671459,Schöllkrippener Forst,71,21
09671460,Waldaschaffer Forst,81,31
